0	10x10	0.339096	0.106757
1	20x20	0.415304	0.124552
2	30x30	0.464672	0.1182
3	50x50	1.17469	0.208386
4	75x75	3.42428	0.529277
5	100x100	7.46548	1.3133
6	125x125	14.4039	1.37109
7	150x150	26.52	2.44839
8	200x200	64.9212	4.40403
9	250x250	125.371	9.59486
10	300x300	216.937	15.4766
11	400x400	525.304	32.9144
12	500x500	1134.49	88.2183
